Volatility 3 Framework 2.26.2

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
*** 8292	896	RuntimeBroker.	0xba03fffb50c0	7	-	1	False	2025-11-09 05:56:29.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 440	896	smartscreen.ex	0xba03ffc2e080	9	-	1	False	2025-11-09 06:18:36.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\smartscreen.exe	C:\Windows\System32\smartscreen.exe -Embedding	C:\Windows\System32\smartscreen.exe
*** 5512	896	backgroundTask	0xba03ffe83080	15	-	1	False	2025-11-09 06:29:29.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\backgroundTaskHost.exe	"C:\Windows\system32\backgroundTaskHost.exe" -ServerName:ShellFeedsUI.AppXnj65k2d1a1rnztt2t2nng5ctmk3e76pn.mca	C:\Windows\system32\backgroundTaskHost.exe
*** 11164	896	ShellExperienc	0xba0400c9b080	15	-	1	False	2025-11-09 05:56:49.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 3820	896	dllhost.exe	0xba03fee9b300	5	-	0	False	2025-11-09 05:56:16.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{3EB3C877-1F16-487C-9050-104DBCD66683}	C:\Windows\system32\DllHost.exe
*** 4876	896	unsecapp.exe	0xba03fe9c1300	3	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\wbem\unsecapp.exe	C:\Windows\system32\wbem\unsecapp.exe -Embedding	C:\Windows\system32\wbem\unsecapp.exe
*** 4940	896	WmiPrvSE.exe	0xba03fe9f5080	12	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSE.exe	C:\Windows\system32\wbem\wmiprvse.exe	C:\Windows\system32\wbem\wmiprvse.exe
*** 8188	896	SearchApp.exe	0xba03ffdc1080	41	-	1	False	2025-11-09 05:56:28.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	"C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
*** 9008	896	RuntimeBroker.	0xba03fd8c1080	5	-	1	False	2025-11-09 05:56:30.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 944	896	RuntimeBroker.	0xba0400d172c0	2	-	1	False	2025-11-09 05:56:50.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 11088	896	TextInputHost.	0xba03ffddd080	10	-	1	False	2025-11-09 05:56:58.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	"C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXjd5de1g66v206tj52m9d0dtpppx4cgpn.mca	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
*** 11032	896	PhoneExperienc	0xba04006cd080	13	-	1	False	2025-11-09 05:59:49.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.25072.79.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe	"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25072.79.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe" -ComServer:Background -Embedding	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25072.79.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
*** 7380	896	SystemSettings	0xba03ffd60080	20	-	1	False	2025-11-09 05:57:59.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\ImmersiveControlPanel\SystemSettings.exe	"C:\Windows\ImmersiveControlPanel\SystemSettings.exe" -ServerName:microsoft.windows.immersivecontrolpanel	C:\Windows\ImmersiveControlPanel\SystemSettings.exe
*** 2968	896	ApplicationFra	0xba04006d9080	2	-	1	False	2025-11-09 05:57:59.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 7836	896	StartMenuExper	0xba03ffbf2080	7	-	1	False	2025-11-09 05:56:28.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
** 2436	720	svchost.exe	0xba03fdf85340	10	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 10296	2436	audiodg.exe	0xba03ff28b080	2	-	0	False	2025-11-09 06:25:01.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\audiodg.exe	C:\Windows\system32\AUDIODG.EXE 0x3fc	C:\Windows\system32\AUDIODG.EXE
** 3460	720	svchost.exe	0xba03fe4262c0	4	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s IKEEXT	C:\Windows\system32\svchost.exe
** 1932	720	svchost.exe	0xba03fdd152c0	2	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s SENS	C:\Windows\system32\svchost.exe
** 2956	720	svchost.exe	0xba03fe129340	10	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s DoSvc	C:\Windows\System32\svchost.exe
** 3468	720	svchost.exe	0xba03fe4282c0	5	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetSvcs -p -s iphlpsvc	C:\Windows\System32\svchost.exe
** 4492	720	svchost.exe	0xba03fe476280	11	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs	C:\Windows\System32\svchost.exe
** 6032	720	svchost.exe	0xba03ff945080	6	-	0	False	2025-11-09 06:05:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p	C:\Windows\System32\svchost.exe
** 3476	720	svchost.exe	0xba03fe425080	3	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted -p -s PolicyAgent	C:\Windows\system32\svchost.exe
** 9112	720	SecurityHealth	0xba03ffe472c0	6	-	0	False	2025-11-09 05:56:39.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe
** 5024	720	dllhost.exe	0xba03fe9d9300	10	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\dllhost.exe	C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}	C:\Windows\system32\dllhost.exe
** 4008	720	svchost.exe	0xba03fe67f2c0	6	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s WpnService	C:\Windows\system32\svchost.exe
** 1460	720	svchost.exe	0xba03fdb4c2c0	5	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule	C:\Windows\system32\svchost.exe
*** 6740	1460	taskhostw.exe	0xba03ff7020c0	8	-	1	False	2025-11-09 05:56:25.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\taskhostw.exe	taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}	C:\Windows\system32\taskhostw.exe
*** 6732	1460	MicrosoftEdgeU	0xba03ff4c2080	4	-	0	True	2025-11-09 05:56:25.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe	"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /c	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
** 444	720	svchost.exe	0xba03fd8522c0	5	-	0	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k DcomLaunch -p -s LSM	C:\Windows\system32\svchost.exe
** 3536	720	svchost.exe	0xba03fe48c080	2	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc	C:\Windows\system32\svchost.exe
** 10196	720	svchost.exe	0xba04005de2c0	2	-	0	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo	C:\Windows\system32\svchost.exe
** 1520	720	svchost.exe	0xba03fdb8a2c0	3	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s ProfSvc	C:\Windows\system32\svchost.exe
** 6644	720	svchost.exe	0xba03ff3d6080	11	-	1	False	2025-11-09 05:56:25.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc	C:\Windows\system32\svchost.exe
** 1016	720	svchost.exe	0xba03fd839300	11	-	0	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k RPCSS -p	C:\Windows\system32\svchost.exe
** 2556	720	svchost.exe	0xba03fe0332c0	5	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s SessionEnv	C:\Windows\System32\svchost.exe
* 924	576	fontdrvhost.ex	0xba03fd1b21c0	5	-	0	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 732	576	WerFault.exe	0xba03fd0de080	0	-	0	False	2025-11-09 05:56:13.000000 UTC	2025-11-09 05:56:21.000000 UTC	\Device\HarddiskVolume2\Windows\System32\WerFault.exe	-	-
* 756	576	lsass.exe	0xba03fd0e5080	11	-	0	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\lsass.exe	C:\Windows\system32\lsass.exe	C:\Windows\system32\lsass.exe
588	568	csrss.exe	0xba03fd06a140	12	-	1	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
680	568	winlogon.exe	0xba03fd0c4080	3	-	1	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 6456	680	userinit.exe	0xba03ff86b080	0	-	1	False	2025-11-09 05:56:26.000000 UTC	2025-11-09 05:56:49.000000 UTC	\Device\HarddiskVolume2\Windows\System32\userinit.exe	-	-
** 7200	6456	explorer.exe	0xba03ff95e080	78	-	1	False	2025-11-09 05:56:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 8512	7200	SecurityHealth	0xba0400032080	1	-	1	False	2025-11-09 05:56:39.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 4128	7200	CodeMeterCC.ex	0xba0400349080	1	-	1	False	2025-11-09 06:20:35.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\CodeMeter\Runtime\bin\CodeMeterCC.exe	"C:\Program Files\CodeMeter\Runtime\bin\CodeMeterCC.exe" /q	C:\Program Files\CodeMeter\Runtime\bin\CodeMeterCC.exe
*** 9224	7200	msedge.exe	0xba03ffe4b080	64	-	1	False	2025-11-09 05:56:40.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --profile-directory=Default	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 4992	9224	msedge.exe	0xba03ffc17080	18	-	1	False	2025-11-09 06:23:38.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=1653988810 --skip-read-main-dll --metrics-shmem-handle=1168,i,17338887666263563808,7338998549619305020,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709032226922095 --mojo-platform-channel-handle=9064 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 516	9224	msedge.exe	0xba04000c0080	14	-	1	False	2025-11-09 06:25:33.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=59 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=1768875549 --skip-read-main-dll --metrics-shmem-handle=9944,i,1438949351858318447,8921615748489713261,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709041597340585 --mojo-platform-channel-handle=5912 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9864	9224	msedge.exe	0xba040061e080	11	-	1	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2648,i,11885132601358620946,3756142241401210996,524288 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2668 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 7052	9224	msedge.exe	0xba0400c2c080	11	-	1	False	2025-11-09 05:57:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-GB --service-sandbox-type=search_indexer --message-loop-type-ui --no-pre-read-main-dll --skip-read-main-dll --metrics-shmem-handle=8280,i,3960000833180684131,8224156277151856171,524288 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=8292 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 1168	9224	msedge.exe	0xba03ffc7c080	19	-	1	False	2025-11-09 05:57:31.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=84754964 --skip-read-main-dll --metrics-shmem-handle=6756,i,17231184234689065953,15346277126517111893,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709003178624776 --mojo-platform-channel-handle=6732 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 8336	9224	msedge.exe	0xba04006cf080	18	-	1	False	2025-11-09 06:23:31.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=44 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=1646916685 --skip-read-main-dll --metrics-shmem-handle=7176,i,13544198558308719056,11734758397149893267,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709027541712850 --mojo-platform-channel-handle=6044 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 5140	9224	msedge.exe	0xba03ffe84080	10	-	1	False	2025-11-09 05:57:41.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --no-pre-read-main-dll --skip-read-main-dll --metrics-shmem-handle=6424,i,5500282981828710071,15455289874505930194,524288 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709009737917719 --mojo-platform-channel-handle=5484 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 7960	9224	msedge.exe	0xba03ffe85080	19	-	1	False	2025-11-09 05:57:23.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=76736751 --skip-read-main-dll --metrics-shmem-handle=5836,i,12520901107462749782,14264078496948861151,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709000367499229 --mojo-platform-channel-handle=5148 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9752	9224	msedge.exe	0xba0400582080	21	-	1	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1780,i,12392057932463837519,18240448193307640299,262144 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1996 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 3484	9224	msedge.exe	0xba03ffd5e080	21	-	1	False	2025-11-09 05:58:53.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=166910338 --skip-read-main-dll --metrics-shmem-handle=8708,i,11499482642441636850,16590980643534515873,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709017234252511 --mojo-platform-channel-handle=6412 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9760	9224	msedge.exe	0xba03fff0e080	20	-	1	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --no-pre-read-main-dll --startup-read-main-dll --metrics-shmem-handle=2144,i,3214287378218808965,14320312434039375886,524288 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2152 /prefetch:3	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 10040	9224	msedge.exe	0xba040058a240	19	-	1	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=36149326 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3600,i,15687653821001092400,7311440683923323389,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=3540 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 10048	9224	msedge.exe	0xba0400492240	20	-	1	False	2025-11-09 05:56:42.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --instant-process --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=36152433 --skip-read-main-dll --metrics-shmem-handle=3616,i,1226317113654662430,15861510710234663340,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3716 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9948	9224	msedge.exe	0xba0400d1d080	18	-	1	False	2025-11-09 06:23:39.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --pdf-upsell-enabled --dma-cps-flags=2048 --no-pre-read-main-dll --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=51 --time-ticks-at-unix-epoch=-1762667766368844 --launch-time-ticks=1654779626 --skip-read-main-dll --metrics-shmem-handle=3356,i,17202221133554801702,10951428781374807600,2097152 --field-trial-handle=1992,i,1044522963468483340,1993045142533969214,262144 --variations-seed-version --trace-process-track-uuid=3190709034101005793 --mojo-platform-channel-handle=8660 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
